"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.012900670E0,4.819500148E-1,-9.564000130E0,-3.853050232E0
7.032900670E0,-1.317000031E0,-8.299950600E0,9.720000625E-1
7.052900670E0,-1.317000031E0,-8.299950600E0,9.720000625E-1
7.072900670E0,-1.317000031E0,-8.299950600E0,9.720000625E-1
7.092900670E0,6.000000238E-2,-7.515000343E0,1.929000139E0
7.112900670E0,6.000000238E-2,-7.515000343E0,1.929000139E0
7.132900670E0,-1.528050065E0,-1.498305035E1,1.009950042E0
7.152900670E0,-1.528050065E0,-1.498305035E1,1.009950042E0
7.172900670E0,-1.528050065E0,-1.498305035E1,1.009950042E0
7.192900670E0,-1.528050065E0,-1.498305035E1,1.009950042E0
7.212900670E0,-1.528050065E0,-1.498305035E1,1.009950042E0
7.232900670E0,-3.136950254E0,-8.683050156E0,1.795050144E0
7.252900670E0,-3.136950254E0,-8.683050156E0,1.795050144E0
7.272900670E0,-3.136950254E0,-8.683050156E0,1.795050144E0
7.292900670E0,-3.136950254E0,-8.683050156E0,1.795050144E0
7.312900670E0,-3.136950254E0,-8.683050156E0,1.795050144E0
7.332900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.352900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.372900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.392900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.412900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.432900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.452900670E0,-1.948950052E0,-8.683050156E0,1.411950111E0
7.472900670E0,4.924050331E0,-1.019595051E1,1.068000078E0
7.492900670E0,4.924050331E0,-1.019595051E1,1.068000078E0
7.512900670E0,6.054000378E0,-8.089950562E0,1.738050103E0
7.532900670E0,6.054000378E0,-8.089950562E0,1.738050103E0
7.552900670E0,6.054000378E0,-8.089950562E0,1.738050103E0
7.572900670E0,2.875050068E0,-1.285800076E1,8.760000467E-1
7.592900670E0,2.875050068E0,-1.285800076E1,8.760000467E-1
7.612900670E0,2.875050068E0,-1.285800076E1,8.760000467E-1
7.632900670E0,2.875050068E0,-1.285800076E1,8.760000467E-1
7.652900670E0,2.875050068E0,-1.285800076E1,8.760000467E-1
7.672900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.692900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.712900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.732900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.752900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.772900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.792900670E0,-4.170000255E-1,-9.660000801E0,-1.363050103E0
7.812900670E0,1.458000064E0,-1.000500011E1,3.174000263E0
7.832900670E0,1.458000064E0,-1.000500011E1,3.174000263E0
7.852900670E0,6.000000238E-2,-8.242950439E0,9.105000645E-2
7.872900670E0,6.000000238E-2,-8.242950439E0,9.105000645E-2
7.892900670E0,6.000000238E-2,-8.242950439E0,9.105000645E-2
7.912900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
7.932900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
7.952900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
7.972900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
7.992900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
8.012900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
8.032900670E0,-7.050000429E-1,-6.289950371E0,2.059500068E-1
8.052900670E0,-1.680000126E-1,-2.028795052E1,3.519000053E0
8.072900670E0,-1.680000126E-1,-2.028795052E1,3.519000053E0
8.092900670E0,-1.680000126E-1,-2.028795052E1,3.519000053E0
8.112900670E0,-1.680000126E-1,-2.028795052E1,3.519000053E0
8.132900670E0,-1.680000126E-1,-2.028795052E1,3.519000053E0
8.152900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.172900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.192900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.212900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.232900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.252900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.272900670E0,-5.683050156E0,-6.922050476E0,4.159500301E-1
8.292900670E0,2.434950113E0,-9.430050850E0,-3.508050203E0
8.312900670E0,2.434950113E0,-9.430050850E0,-3.508050203E0
8.332900670E0,2.434950113E0,-9.430050850E0,-3.508050203E0
8.352900670E0,2.434950113E0,-9.430050850E0,-3.508050203E0
8.372900670E0,2.434950113E0,-9.430050850E0,-3.508050203E0
8.392900670E0,4.240500331E-1,-8.701950073E0,2.025000095E0
8.412900670E0,4.240500331E-1,-8.701950073E0,2.025000095E0
8.432900670E0,-4.560000300E-1,-1.276200104E1,1.411950111E0
8.452900670E0,-4.560000300E-1,-1.276200104E1,1.411950111E0
8.472900670E0,-4.560000300E-1,-1.276200104E1,1.411950111E0
8.492900670E0,9.990000725E-1,-1.483005047E1,1.891050100E0
8.512900670E0,9.990000725E-1,-1.483005047E1,1.891050100E0
8.532900670E0,5.020050049E0,-1.295295048E1,-2.875950098E0
8.552900670E0,5.020050049E0,-1.295295048E1,-2.875950098E0
8.572900670E0,5.020050049E0,-1.295295048E1,-2.875950098E0
8.592900670E0,5.020050049E0,-1.295295048E1,-2.875950098E0
8.612900670E0,5.020050049E0,-1.295295048E1,-2.875950098E0
8.632900670E0,4.693950176E0,-1.172805023E1,3.250950098E0
8.652900670E0,4.693950176E0,-1.172805023E1,3.250950098E0
8.672900670E0,-5.224050045E0,-2.247105026E1,3.307950258E0
8.692900670E0,-5.224050045E0,-2.247105026E1,3.307950258E0
8.712900670E0,-5.224050045E0,-2.247105026E1,3.307950258E0
8.732900670E0,-7.120050430E0,-1.498305035E1,7.770000458E0
8.752900670E0,-7.120050430E0,-1.498305035E1,7.770000458E0
8.772900670E0,-2.887950182E0,-3.724050283E0,-8.736000061E0
8.792900670E0,-2.887950182E0,-3.724050283E0,-8.736000061E0
8.812900670E0,-2.887950182E0,-3.724050283E0,-8.736000061E0
8.832900670E0,-2.887950182E0,-3.724050283E0,-8.736000061E0
8.852900670E0,-2.887950182E0,-3.724050283E0,-8.736000061E0
8.872900670E0,-5.338950157E0,-2.479050159E0,1.258950114E0
8.892900670E0,-5.338950157E0,-2.479050159E0,1.258950114E0
8.912900670E0,-5.338950157E0,-2.479050159E0,1.258950114E0
8.932900670E0,-5.338950157E0,-2.479050159E0,1.258950114E0
