"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.963145012E1,-1.402499992E-2,-5.362499971E-3,-3.987499978E-3
6.965145012E1,-1.402499992E-2,-5.362499971E-3,-3.987499978E-3
6.967145012E1,1.237499993E-3,1.099999994E-2,1.278750040E-2
6.969145012E1,1.237499993E-3,1.099999994E-2,1.278750040E-2
6.971145012E1,-3.299999982E-3,7.892499864E-2,3.712499980E-3
6.973145012E1,-3.299999982E-3,7.892499864E-2,3.712499980E-3
6.975145012E1,-4.124999978E-4,7.411249727E-2,1.099999994E-3
6.977145012E1,1.512499992E-3,6.558749825E-2,1.649999991E-3
6.979145012E1,1.512499992E-3,6.558749825E-2,1.649999991E-3
6.981145012E1,8.112499490E-3,3.135000169E-2,9.762499481E-3
6.983145012E1,8.112499490E-3,3.135000169E-2,9.762499481E-3
6.985145012E1,8.112499490E-3,3.135000169E-2,9.762499481E-3
6.987145012E1,8.112499490E-3,3.135000169E-2,9.762499481E-3
6.989145012E1,8.112499490E-3,3.135000169E-2,9.762499481E-3
6.991145012E1,3.671250120E-2,-6.173750013E-2,1.718750037E-2
6.993145012E1,3.671250120E-2,-6.173750013E-2,1.718750037E-2
6.995145012E1,2.859999985E-2,-6.668750197E-2,2.406249940E-2
6.997145012E1,2.859999985E-2,-6.668750197E-2,2.406249940E-2
6.999145012E1,2.859999985E-2,-6.668750197E-2,2.406249940E-2
7.001145012E1,2.639999986E-2,-6.586249918E-2,3.588749841E-2
7.003145012E1,2.639999986E-2,-6.586249918E-2,3.588749841E-2
7.005145012E1,3.052499890E-2,-4.963750020E-2,2.268750034E-2
7.007145012E1,3.052499890E-2,-4.963750020E-2,2.268750034E-2
7.009145012E1,2.378750034E-2,-2.736249939E-2,1.526249945E-2
7.011145012E1,2.378750034E-2,-2.736249939E-2,1.526249945E-2
7.013145012E1,2.378750034E-2,-2.736249939E-2,1.526249945E-2
7.015145012E1,1.539999992E-2,-2.062499989E-3,6.737499963E-3
7.017145012E1,1.539999992E-2,-2.062499989E-3,6.737499963E-3
7.019145012E1,1.168750040E-2,-1.223750040E-2,6.874999963E-4
7.021145012E1,1.168750040E-2,-1.223750040E-2,6.874999963E-4
7.023145012E1,1.168750040E-2,-1.223750040E-2,6.874999963E-4
7.025145012E1,1.869999990E-2,-4.496249929E-2,-9.212499484E-3
7.027145012E1,1.869999990E-2,-4.496249929E-2,-9.212499484E-3
7.029145012E1,1.869999990E-2,-8.387500420E-3,-7.699999958E-3
7.031145012E1,1.869999990E-2,-8.387500420E-3,-7.699999958E-3
7.033145012E1,5.499999970E-3,3.987499978E-3,-1.512499992E-3
7.035145012E1,5.499999970E-3,3.987499978E-3,-1.512499992E-3
7.037145012E1,5.499999970E-3,3.987499978E-3,-1.512499992E-3
7.039145012E1,-1.512499992E-3,6.462499965E-3,-1.924999990E-3
7.041145012E1,-1.512499992E-3,6.462499965E-3,-1.924999990E-3
7.043145012E1,-6.324999966E-3,5.513750017E-2,-6.049999967E-3
7.045145012E1,-6.324999966E-3,5.513750017E-2,-6.049999967E-3
7.047145012E1,-2.474999987E-3,9.047500044E-2,-1.003750041E-2
7.049145012E1,-2.474999987E-3,9.047500044E-2,-1.003750041E-2
7.051145012E1,-2.474999987E-3,9.047500044E-2,-1.003750041E-2
7.053145012E1,-1.264999993E-2,5.939999968E-2,-1.801249944E-2
7.055145012E1,-1.264999993E-2,5.939999968E-2,-1.801249944E-2
7.057145012E1,-1.264999993E-2,5.939999968E-2,-1.801249944E-2
7.059145012E1,-2.763750032E-2,2.901249938E-2,-1.649999991E-2
7.061145012E1,-2.763750032E-2,2.901249938E-2,-1.649999991E-2
7.063145012E1,-2.034999989E-2,1.718750037E-2,-1.498750038E-2
7.065145012E1,-2.034999989E-2,1.718750037E-2,-1.498750038E-2
7.067145012E1,-2.103750035E-2,-1.539999992E-2,-1.526249945E-2
7.069145012E1,-2.103750035E-2,-1.539999992E-2,-1.526249945E-2
7.071145012E1,-2.103750035E-2,-1.539999992E-2,-1.526249945E-2
7.073145012E1,-2.859999985E-2,-7.507500052E-2,-1.237499993E-3
7.075145012E1,-2.859999985E-2,-7.507500052E-2,-1.237499993E-3
7.077145012E1,-1.759999990E-2,-5.279999971E-2,3.849999979E-3
7.079145012E1,-1.759999990E-2,-5.279999971E-2,3.849999979E-3
7.081145012E1,-1.828750037E-2,-5.541250110E-2,1.374999993E-4
7.083145012E1,-1.828750037E-2,-5.541250110E-2,1.374999993E-4
