"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.911450124E0,2.224050045E0,-9.601950645E0,6.079500318E-1
8.931450124E0,2.224050045E0,-9.601950645E0,6.079500318E-1
8.951450124E0,2.224050045E0,-9.601950645E0,6.079500318E-1
8.971450124E0,2.032950163E0,-9.564000130E0,5.119500160E-1
8.991450124E0,2.032950163E0,-9.564000130E0,5.119500160E-1
9.011450124E0,1.956000090E0,-9.487950325E0,6.079500318E-1
9.031450124E0,1.956000090E0,-9.487950325E0,6.079500318E-1
9.051450124E0,2.032950163E0,-9.526050568E0,6.079500318E-1
9.071450124E0,2.052000046E0,-9.564000130E0,5.700000525E-1
9.091450124E0,2.052000046E0,-9.564000130E0,5.700000525E-1
9.111450124E0,2.128050089E0,-9.564000130E0,4.549500346E-1
9.131450124E0,2.128050089E0,-9.564000130E0,4.549500346E-1
9.151450124E0,2.128050089E0,-9.564000130E0,4.549500346E-1
9.171450124E0,2.205000162E0,-9.601950645E0,4.549500346E-1
9.191450124E0,2.205000162E0,-9.601950645E0,4.549500346E-1
9.211450124E0,2.242950201E0,-9.583050728E0,3.970500231E-1
9.231450124E0,2.242950201E0,-9.583050728E0,3.970500231E-1
9.251450124E0,2.205000162E0,-9.564000130E0,4.549500346E-1
9.271450124E0,2.205000162E0,-9.564000130E0,4.549500346E-1
9.291450124E0,2.205000162E0,-9.564000130E0,4.549500346E-1
9.311450124E0,2.205000162E0,-9.564000130E0,4.549500346E-1
9.331450124E0,2.205000162E0,-9.564000130E0,4.549500346E-1
9.351450124E0,2.071050167E0,-9.564000130E0,5.890500546E-1
9.371450124E0,2.071050167E0,-9.564000130E0,5.890500546E-1
9.391450124E0,2.071050167E0,-9.564000130E0,5.890500546E-1
9.411450124E0,2.014050007E0,-9.487950325E0,4.930500090E-1
9.431450124E0,2.014050007E0,-9.487950325E0,4.930500090E-1
9.451450124E0,2.128050089E0,-9.583050728E0,6.079500318E-1
9.471450124E0,2.128050089E0,-9.583050728E0,6.079500318E-1
9.491450124E0,2.167050123E0,-9.487950325E0,6.460500360E-1
9.491450124E0,2.167050123E0,-9.487950325E0,6.460500360E-1
9.531450124E0,2.167050123E0,-9.487950325E0,6.460500360E-1
9.551450124E0,2.128050089E0,-9.544950485E0,5.700000525E-1
9.571450124E0,2.128050089E0,-9.544950485E0,5.700000525E-1
9.591450124E0,2.089950085E0,-9.544950485E0,6.079500318E-1
9.611450124E0,2.089950085E0,-9.544950485E0,6.079500318E-1
9.631450124E0,2.089950085E0,-9.544950485E0,6.079500318E-1
9.651450124E0,2.167050123E0,-9.564000130E0,6.270000339E-1
9.671450124E0,2.167050123E0,-9.564000130E0,6.270000339E-1
9.691450124E0,2.148000002E0,-9.622050285E0,6.079500318E-1
9.711450124E0,2.148000002E0,-9.622050285E0,6.079500318E-1
9.731450124E0,2.032950163E0,-9.601950645E0,6.649500132E-1
9.751450124E0,2.032950163E0,-9.601950645E0,6.649500132E-1
9.771450124E0,2.032950163E0,-9.601950645E0,6.649500132E-1
9.791450124E0,2.014050007E0,-9.564000130E0,6.649500132E-1
9.811450124E0,2.014050007E0,-9.564000130E0,6.649500132E-1
9.831450124E0,2.052000046E0,-9.564000130E0,5.310000181E-1
9.851450124E0,2.052000046E0,-9.564000130E0,5.310000181E-1
9.871450124E0,2.052000046E0,-9.564000130E0,5.310000181E-1
9.891450124E0,2.148000002E0,-9.583050728E0,5.310000181E-1
9.911450124E0,2.148000002E0,-9.583050728E0,5.310000181E-1
9.931450124E0,2.052000046E0,-9.583050728E0,5.700000525E-1
9.951450124E0,2.052000046E0,-9.583050728E0,5.700000525E-1
9.971450124E0,2.052000046E0,-9.583050728E0,5.700000525E-1
9.991450124E0,2.052000046E0,-9.583050728E0,5.700000525E-1
1.001145012E1,2.052000046E0,-9.583050728E0,5.700000525E-1
1.003145012E1,2.071050167E0,-9.544950485E0,4.930500090E-1
1.005145012E1,2.071050167E0,-9.544950485E0,4.930500090E-1
1.007145012E1,2.014050007E0,-9.583050728E0,4.930500090E-1
1.009145012E1,2.014050007E0,-9.583050728E0,4.930500090E-1
1.011145012E1,1.956000090E0,-9.564000130E0,4.930500090E-1
1.013145012E1,1.975050092E0,-9.583050728E0,4.549500346E-1
1.015145012E1,1.975050092E0,-9.583050728E0,4.549500346E-1
1.017145012E1,1.956000090E0,-9.564000130E0,3.019500077E-1
1.019145012E1,1.956000090E0,-9.564000130E0,3.019500077E-1
1.021145012E1,1.956000090E0,-9.564000130E0,3.019500077E-1
1.023145012E1,1.956000090E0,-9.564000130E0,3.019500077E-1
1.025145012E1,1.956000090E0,-9.564000130E0,3.019500077E-1
1.027145012E1,2.128050089E0,-9.583050728E0,3.780000210E-1
1.029145012E1,2.128050089E0,-9.583050728E0,3.780000210E-1
1.031145012E1,2.128050089E0,-9.583050728E0,3.780000210E-1
1.033145012E1,2.128050089E0,-9.583050728E0,3.780000210E-1
1.035145012E1,2.128050089E0,-9.583050728E0,3.780000210E-1
1.037145012E1,2.109000206E0,-9.526050568E0,3.400500119E-1
1.039145012E1,2.109000206E0,-9.526050568E0,3.400500119E-1
1.041145012E1,2.014050007E0,-9.468000412E0,5.310000181E-1
1.043145012E1,2.014050007E0,-9.468000412E0,5.310000181E-1
1.045145012E1,2.014050007E0,-9.468000412E0,5.310000181E-1
1.047145012E1,2.185950041E0,-9.507000923E0,5.310000181E-1
1.049145012E1,2.185950041E0,-9.507000923E0,5.310000181E-1
1.051145012E1,2.377050161E0,-9.601950645E0,2.820000052E-1
1.053145012E1,2.377050161E0,-9.601950645E0,2.820000052E-1
1.055145012E1,2.377050161E0,-9.583050728E0,1.480500102E-1
1.057145012E1,2.377050161E0,-9.583050728E0,1.480500102E-1
1.059145012E1,2.377050161E0,-9.583050728E0,1.480500102E-1
1.061145012E1,2.185950041E0,-9.544950485E0,4.549500346E-1
1.063145012E1,2.185950041E0,-9.544950485E0,4.549500346E-1
1.065145012E1,2.167050123E0,-9.564000130E0,4.549500346E-1
1.067145012E1,2.167050123E0,-9.564000130E0,4.549500346E-1
1.069145012E1,2.167050123E0,-9.564000130E0,4.549500346E-1
1.071145012E1,2.109000206E0,-9.544950485E0,3.780000210E-1
1.073145012E1,2.109000206E0,-9.544950485E0,3.780000210E-1
1.075145012E1,2.205000162E0,-9.583050728E0,3.589500189E-1
1.077145012E1,2.205000162E0,-9.583050728E0,3.589500189E-1
1.079145012E1,2.185950041E0,-9.544950485E0,3.780000210E-1
1.081145012E1,2.185950041E0,-9.544950485E0,3.780000210E-1
1.083145012E1,2.185950041E0,-9.544950485E0,3.780000210E-1
1.085145012E1,2.167050123E0,-9.468000412E0,4.930500090E-1
1.087145012E1,2.167050123E0,-9.468000412E0,4.930500090E-1
1.089145012E1,2.377050161E0,-9.468000412E0,3.970500231E-1
1.091145012E1,2.377050161E0,-9.468000412E0,3.970500231E-1
1.093145012E1,2.377050161E0,-9.468000412E0,3.970500231E-1
1.095145012E1,2.262000084E0,-9.564000130E0,3.210000098E-1
1.097145012E1,2.262000084E0,-9.564000130E0,3.210000098E-1
1.099145012E1,2.167050123E0,-9.564000130E0,3.400500119E-1
1.101145012E1,2.167050123E0,-9.564000130E0,3.400500119E-1
1.103145012E1,2.224050045E0,-9.544950485E0,3.970500231E-1
1.105145012E1,2.224050045E0,-9.544950485E0,3.970500231E-1
1.107145012E1,2.224050045E0,-9.544950485E0,3.970500231E-1
