Time (s),ax,ay,az,gx,gy,gz
5.011450124,2.185950041,-9.583050728,0.4360500276,-0.001374999993,0.3711124957,-0.01388750039
5.031450124,2.185950041,-9.583050728,0.4360500276,-0.001374999993,0.3711124957,-0.01388750039
5.051450124,2.089950085,-9.640950203,0.109950006,-0.05871250108,0.2259124964,-0.09088750184
5.071450124,1.918050051,-9.640950203,0.109950006,-0.05871250108,0.2259124964,-0.09088750184
5.091450124,1.918050051,-9.640950203,0.109950006,-0.05871250108,0.2259124964,-0.09088750184
5.111450124,1.285950065,-9.736050606,0.4360500276,-0.07287500054,0.08346249908,-0.1585374922
5.131450124,1.285950065,-9.736050606,0.4360500276,-0.07287500054,0.08346249908,-0.1585374922
5.151450124,1.285950065,-9.736050606,0.4360500276,-0.07287500054,0.08346249908,-0.1585374922
5.171450124,1.248000026,-9.640950203,0.5700000525,-0.0298375003,0.08002500236,-0.05596249923
5.191450124,1.248000026,-9.640950203,0.5700000525,-0.0298375003,0.08002500236,-0.05596249923
5.211450124,1.726050138,-9.660000801,0.4549500346,0.01127499994,0.1061500013,0.08717499673
5.231450124,1.726050138,-9.660000801,0.4549500346,0.01127499994,0.1061500013,0.08717499673
5.251450124,1.78395009,-9.679050446,0.3589500189,0.002887499984,0.05843750015,0.1082125008
5.271450124,1.78395009,-9.679050446,0.3589500189,0.002887499984,0.05843750015,0.1082125008
5.291450124,1.78395009,-9.679050446,0.3589500189,0.002887499984,0.05843750015,0.1082125008
5.311450124,1.401000023,-9.583050728,0.2250000089,0.005362499971,0.01292499993,0.1586750001
5.331450124,1.401000023,-9.583050728,0.2250000089,0.005362499971,0.01292499993,0.1586750001
5.351450124,1.248000026,-9.507000923,0.01395000052,0.01099999994,-0.02873750031,0.1842499971
5.371450124,1.248000026,-9.507000923,0.01395000052,0.01099999994,-0.02873750031,0.1842499971
5.391450124,1.803000093,-9.507000923,0.244050011,-0.01567500085,-0.1410750002,0.09143749624
5.411450124,2.052000046,-9.622050285,0.378000021,-0.01567500085,-0.1410750002,0.09143749624
5.431450124,2.052000046,-9.622050285,0.378000021,-0.01567500085,-0.1410750002,0.09143749624
5.451450124,2.205000162,-9.850950241,0.7039500475,-0.01952499896,-0.1787499934,-0.08167500049
5.471450124,2.205000162,-9.850950241,0.7039500475,-0.01952499896,-0.1787499934,-0.08167500049
5.491450124,2.205000162,-9.850950241,0.7039500475,-0.01952499896,-0.1787499934,-0.08167500049
5.511450124,2.205000162,-9.850950241,0.7039500475,-0.01952499896,-0.1787499934,-0.08167500049
5.531450124,2.205000162,-9.850950241,0.7039500475,-0.01952499896,-0.1787499934,-0.08167500049
5.551450124,1.055999994,-9.601950645,0.5509500504,0.07383749634,-0.1231999993,-0.06049999967
5.571450124,1.055999994,-9.601950645,0.5509500504,0.07383749634,-0.1231999993,-0.06049999967
5.591450124,0.9990000725,-9.679050446,0.4549500346,0.09693749994,-0.04399999976,0.03176249936
