"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.333037864E0,5.805000305E0,8.140500188E-1,-7.989000320E0
6.353037864E0,5.499000072E0,1.063050032E0,-8.200050354E0
6.373037864E0,5.116050243E0,8.899500370E-1,-8.122950554E0
6.393037864E0,5.097000122E0,6.990000606E-1,-7.893000603E0
6.413037864E0,5.518050194E0,6.610500216E-1,-8.008049965E0
6.433037864E0,5.689950466E0,6.799500585E-1,-8.085000038E0
6.453037864E0,5.748000145E0,7.950000167E-1,-8.065950394E0
6.473037864E0,5.842950344E0,6.990000606E-1,-7.989000320E0
6.493037864E0,5.767050266E0,6.409500241E-1,-7.932000160E0
6.513037864E0,5.652000427E0,6.030000448E-1,-7.932000160E0
6.533037864E0,5.614050388E0,6.990000606E-1,-7.932000160E0
6.553037864E0,5.614050388E0,7.560000420E-1,-7.969950199E0
6.573037864E0,5.689950466E0,8.520000577E-1,-8.065950394E0
6.593037864E0,5.632950306E0,8.329500556E-1,-8.065950394E0
6.613037864E0,5.536950111E0,8.520000577E-1,-7.912050247E0
6.633037864E0,5.575050354E0,7.750500441E-1,-7.951050282E0
6.653037864E0,5.593950272E0,7.180500627E-1,-7.989000320E0
6.673037864E0,5.593950272E0,8.329500556E-1,-7.951050282E0
6.693037864E0,5.689950466E0,8.520000577E-1,-7.951050282E0
6.713037864E0,5.709000111E0,8.710500598E-1,-7.951050282E0
6.733037864E0,5.767050266E0,7.950000167E-1,-8.085000038E0
6.753037864E0,5.689950466E0,8.140500188E-1,-7.989000320E0
6.773037864E0,5.652000427E0,9.859500527E-1,-7.912050247E0
6.793037864E0,5.689950466E0,1.158000112E0,-7.893000603E0
6.813037864E0,5.652000427E0,8.329500556E-1,-8.104050636E0
6.833037864E0,5.805000305E0,4.879500270E-1,-8.237999916E0
6.853037864E0,5.938950062E0,9.090000391E-1,-8.122950554E0
6.873037864E0,5.440950394E0,1.905000091E0,-8.161050797E0
6.893037864E0,5.211000443E0,9.090000391E-1,-7.375950336E0
6.913037864E0,5.748000145E0,2.580000162E-1,-8.026950836E0
6.933037864E0,5.920050144E0,1.440000087E-1,-7.989000320E0
6.953037864E0,5.958000183E0,5.460000038E-1,-7.663050175E0
6.973037864E0,6.016050339E0,8.520000577E-1,-7.644000530E0
6.993037864E0,5.824050426E0,1.101000071E0,-7.893000603E0
7.013037864E0,5.997000217E0,6.220500469E-1,-7.969950199E0
7.033037864E0,5.689950466E0,2.970000207E-1,-8.122950554E0
7.053037864E0,5.307000160E0,1.044000030E0,-7.836000443E0
7.073037864E0,5.479950428E0,1.273050070E0,-8.008049965E0
7.093037864E0,5.767050266E0,1.081950068E0,-8.104050636E0
7.113037864E0,5.709000111E0,7.180500627E-1,-8.008049965E0
7.133037864E0,5.652000427E0,6.990000606E-1,-7.893000603E0
